Name,Category,Region,Info
Korok Seed,Korok Seed,Eldin Mountains,Location:Next to pillars to the west of the roadPuzzle:Bring hisFriendback from the eastCoordinates:0127 3149 0181
Korok Seed,Korok Seed,Eldin Mountains,"Location:On the slope next to the fallen stone. Does not appear until you interact with hisfriend.Puzzle:Bring hisfriendbackCoordinates:0521, 3400, 0183"
Korok Seed,Korok Seed,Hyrule Field,"Location:On top of a high rise platformPuzzle:shoot down three moving ballonsCoordinates:-0282, -1578, 0052"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:West from the Zauz IslandPuzzle:Dive into the ring from the nearby rock.Coordinates:1304, -0179, 0008"
Korok Seed,Korok Seed,Akkala Highlands,Location:On top of the rockPuzzle:Start at the stump and glide to the finish without touching the ground. Use the air draft to keep you from touching down.Coordinates:4697 0547 0230
Korok Seed,Korok Seed,Hyrule Field,"Location:??Puzzle:Use ultrahand to solve the puzzleCoordinates:-0885, -2255, 0014"
Korok Seed,Korok Seed,Hyrule Field,"Location:On top of the spire above Princess Zelda's StudyPuzzle:Climb up the spireCoordinates:-0383, 0995, 0391"
Korok Seed,Korok Seed,East Necluda,Location:Island in a middle of the lakePuzzle:Catch the light circling around a tree.Coordinates:3702 -1938 0176
Korok Seed,Korok Seed,West Necluda,"Location:The dandelion on top of the pillarPuzzle:Attack the dandelion and catch the seed before it hits the ground.Coordinates:0544, -1264, 0011"
Korok Seed,Korok Seed,East Necluda,"Location:Active a pinwheel on a small rock on the south side of the pond.Puzzle:Pop a balloon that jumps in and out of the water.Coordinates:3915, -2101, 0129"
Korok Seed,Korok Seed,Mount Lanayru,"Location:Top of the pine treePuzzle:Examine the sparklesCoordinates:3739, -1687, 0385"
Korok Seed,Korok Seed,East Necluda,"Location:Top of the pine treePuzzle:Examine the sparklesCoordinates:3527, -1686, 0360"
Korok Seed,Korok Seed,West Necluda,"Location:A rock below the bridgePuzzle:Lift the tock.Coordinates:0333, -1284, 0009"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:On top of a pillar, use the falling rocks to get on topPuzzle:Shoot 3 balloonsCoordinates:1515 0295 0035"
Korok Seed,Korok Seed,East Necluda,Location:Top of mountainPuzzle:Shoot BalloonsCoordinates:3418 -2385 0234
Korok Seed,Korok Seed,Tabantha Frontier,"Location:??Puzzle:Rock formation - Complete the stone circle. The missing rock in on the ledge above.Coordinates:-4008,1654,0173"
Korok Seed,Korok Seed,Mount Lanayru,"Location:Stump with a plug at the end of the cliffPuzzle:Pop the corkCoordinates:4028, -1096, 0348"
Korok Seed,Korok Seed,Sky,Location:South Hebra Sky ArchipelagoPuzzle:Land on the flying stone with the single tree. (You can ascend from one of the pillars on the island below). Stand on the leaf platform and jump down to the target. Can use ascend to get to it from the island below.Coordinates:-3056 2137 0670
Korok Seed,Korok Seed,Tabantha Frontier,"Location:??Puzzle:Using Ultrahand, make a roof on the makeshift structure with the two stone statues in it (nearby wood beams with other construction materials)Coordinates:-2207, 2090, 0323"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:West of Rayne Highlands, near the edge of the worldPuzzle:Place spicy peppers at the empty statuesCoordinates:-4056, 0773, 0102"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On the mountainsidePuzzle:Rock Formation - Bring a rock to complete the rock formation.  There's a rock hiding behind the big boulder by the cliff to the south.Coordinates:-3161, 2465, 0314"
Korok Seed,Korok Seed,Hyrule Field,"Location:On top of tree stumpPuzzle:Dandelion - Swing at the dandelion, then catch the seed before it touches the ground.Coordinates:-0125 -0936 0043"
Korok Seed,Korok Seed,West Necluda,Location:West of Nabi LakePuzzle:Bringhis friendback to himCoordinates:1018 -1184 0009
Korok Seed,Korok Seed,East Necluda,"Location:On top of the research lab, on the guardian's head.Puzzle:Sparkling Lights - Examine the sparks.Coordinates:3783 -2124 0285"
Korok Seed,Korok Seed,West Necluda,"Location:Inside the tree trunk in the pondPuzzle:Examine the sparkles.Coordinates:2011, -1895, 0015"
Korok Seed,Korok Seed,Eldin Canyon,Location:Near the dragon tearPuzzle:Lift the rockCoordinates:1858 0786 0091
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Underneath the northern side of the bridge.Puzzle:Lift the rock to reveal the Korok.Coordinates:-1703, -0083, 0092"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:At the end of the pierPuzzle:Pinwheel Balloons - Shoot the balloons spawned by the pinwheel.Coordinates:3820, 0076, 0211"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:North of Rayne HighlandsPuzzle:Place the boulder in the tree holder. Boulder in a hole south of the tree holder.Coordinates:-3820, 0834, 0124"
Korok Seed,Korok Seed,Hyrule Field,"Location:Stone bridge west of Mount GustafPuzzle:Shoot the acorn hanging from the center of the bridge.Coordinates:-1099, 0221, 0050"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of the dead tree.Puzzle:Floating SparklesCoordinates:-2023, 1302, 0283"
Korok Seed,Korok Seed,Tabantha Frontier,Location:Tabantha Village RuinsPuzzle:Shoot the acorn hanging inside the hollow log.Coordinates:-2296 1908 0294
Korok Seed,Korok Seed,Sky,"Location:South Hyrule Sky Archipelago - on an island between theFlux Construct IIand theOld Map. Best way to get there is to get theOld Mapfirst and glide down the island.Puzzle:Korok pad on the side of the island.Coordinates:-1399, -1516, 1034"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On the furthest east edge of the labyrinth, on top of the wallPuzzle:Shoot the balloon targetCoordinates:-0687 3535 0284"
Korok Seed,Korok Seed,Sky,Location:On top of archway on the same level asKahatanum ShrinePuzzle:Lift the rock to reveal the Korok.Coordinates:-3219 3376 1372
Korok Seed,Korok Seed,Tabantha Frontier,"Location:On top of the house's chimney.Puzzle:Examine the lightsCoordinates:-2666, 1664, 0268"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Top of Talonto Peak, at the top of the treePuzzle:Sparkling Lights - Interact with the lights.Coordinates:-3157, 2691, 0594"
Korok Seed,Korok Seed,Hyrule Field,Location:On the highest point of the castlePuzzle:Moving Sparkles - Interact with the sparkling lights.Coordinates:-0253 1061 0561
Korok Seed,Korok Seed,Tabantha Frontier,"Location:Underneath the rocky arch.Puzzle:Shoot the balloon.Coordinates:-3547, 0576, 0169"
Korok Seed,Korok Seed,Hebra Mountains,"Location:West of Lake TotoriPuzzle:Move the puzzle piece so it makes a pyramidCoordinates:-4109, 2048, 0186"
Korok Seed,Korok Seed,Tabantha Frontier,Location:Southwest of Rito VillagePuzzle:Lift the rock to reveal the Korok.Coordinates:-3696 1685 0102
Korok Seed,Korok Seed,Tabantha Frontier,Location:On the cliffside by the black rockPuzzle:Lift the rock to reveal the Korok.Coordinates:-3148 1107 0156
Korok Seed,Korok Seed,Sky,"Location:On top of a treePuzzle:Lift the stone to reveal the Korok.Coordinates:2719,-2738, 1222"
Korok Seed,Korok Seed,West Necluda,Location:Inside a treePuzzle:Complete cube puzzleCoordinates:0588 -1234 0008
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Fountain in Sanidin Park RuinsPuzzle:Examine the top of the fountain.Coordinates:-1650, -0687, 0139"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:Under the broken columnsPuzzle:Follow the trail of flowersCoordinates:3665, 0445, 0250"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On the small island in the middle of the lakePuzzle:Follow the flowersCoordinates:-2536, -0629, 0202"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:On top of the Forgotten TemplePuzzle:Match the puzzle  (Sofa Shape)Coordinates:-1052, 2617, 0033"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Inside the dead tree trunk.Puzzle:Lift the rock to reveal the Korok.Coordinates:-2601, -0668, 0213"
Korok Seed,Korok Seed,Akkala Highlands,"Location:In the center of the town.Puzzle:Ring the bell in the town square by using Ultrahand and pulling it all the way up.Coordinates:3972, 1612, 0127."
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:??Puzzle:Bringhis friendto him.Coordinates:1196, -0650, 0020"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Flower near three statuesPuzzle:Move near the flower until the Korok appearsCoordinates:3882, 1338, 0247"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of the rock.Puzzle:Arrows signs pointing toward sparklesCoordinates:-1863, -0094, 0117"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:Talus PlateauPuzzle:Lift the rock in the center of the spiralCoordinates:4457, -0354, 0056"
Korok seed,Korok Seed,Hebra Mountains,"Location:Next to the cave entrancePuzzle:Lift the rock to reveal the Korok.Coordinates:-3957, 2036, 0207"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:South ofSnowfield StablePuzzle:Offer a second Ice Fruit to the second statueCoordinates:-1648, 2439, 0237"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On the ground beneath the mushroomPuzzle:Catch the SparkleCoordinates:-2065, 0770, 0100"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:??Puzzle:Lift the rockCoordinates:-3132, -0112, 0209"
Korok Seed,Korok Seed,Hebra Mountains,"Location:West of Snowfield StablePuzzle:Ascend through the Korok Pedestal under the StoneCoordinates:-1720, 2556, 0229"
Korok Seed,Korok Seed,Hyrule Ridge,Location:On an overhang in front of Lindor's Brow Cave.Puzzle:Ascend through the Korok Stump above.Coordinates:-1730 1163 0231
Korok Seed,Korok Seed,Tabantha Frontier,"Location:Small island in lakePuzzle:Put stone in stone circleCoordinates:-2796, 1948, 0273"
Korok Seed,Korok Seed,Hyrule Ridge,Location:Under the bridgePuzzle:Lift rockCoordinates:-3012 0584 0132
Korok Seed,Korok Seed,Great Hyrule Forest,"Location:In the middle of the small islandPuzzle:Lift the rockCoordinates:0771, 1416, 0087"
Korok Seed,Korok Seed,Eldin Canyon,"Location:Up on a tall hill. Will be hidden until you climb the rock that all the red arrow signs are pointing at.Puzzle:Find the center point of all three pointing arrowsCoordinates:1424, 1534, 0363"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On the ice shelfPuzzle:Finish the rock puzzleCoordinates:-3063, 2841, 0429"
Korok Seed,Korok Seed,West Necluda,"Location:On the ridge, under a tree.Puzzle:Place an apple at the empty shrineCoordinates:0164, -1942, 0045"
Korok Seed,Korok Seed,Sky,"Location:On top of the huge pillars behind the mirrorPuzzle:Break an acornCoordinates:-3597, 0977, 1816"
Korok Seed,Korok Seed,Sky,"Location:On the small island, you can get to it by using the launcherPuzzle:Glide to the landing path on the next island, you can easily reach it using Rito power and gliderStarting Coordinates:-1829, -1918, 1200End Coordinates:-1929, -1823, 1147"
Korok Seed,Korok Seed,Hyrule Field,Location:On a tree stump on top of the mountainPuzzle:Follow the flowersCoordinates:841  693  128
Korok Seed,Korok Seed,Hebra Mountains,"Location:??Puzzle:Bring the Korok tohis friendin the WestCoordinates:-3668, 3385, 0323End Coordinates:-4123 3430 0222"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On a cliff above the lakePuzzle:Complete the circle-shaped rock formation.Coordinates:-4065, 2505, 0019"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On the shorePuzzle:Bring him to hisfriendacross the lakeCoordinates:-4261, 2176, -0010"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Wood frame with three statuesPuzzle:Build a Roof with the planks.Coordinates:-4252, 2145, 0018"
Korok Seed,Korok Seed,Hyrule Field,"Location:Between Outskirt Stable and Coliseum RuinsPuzzle:Apple Bowls - Drop an Apple in the empty bowl(s).Coordinates:-1319, -1259, 0033"
Korok Seed,Korok Seed,Lanayru Great Spring,"Location:On top of the hillPuzzle:Reach the goal before the timer runs outCoordinates:2955, 0256, 0220"
Korok Seed,Korok Seed,West Necluda,"Location:??Puzzle:Dive into the ring of flowers on the water.Coordinates:1032, -1311, 008"
Korok Seed,Korok Seed,Hyrule Field,"Location:On top of a rock, surrounded by treesPuzzle:Stand on the rock between the 2 arrow signs and interact with the particle effect.Coordinates:-1227, 1577, 0150"
Korok Seed,Korok Seed,Gerudo Highlands,"Location:??Puzzle:Approach the pinwheel to spawn 3 balloons; shoot them all to spawn the Korok.Coordinates:-1816,  -1533, 0100"
Korok Seed,Korok Seed,Hyrule Ridge,"LocationOn the top of the stone pillarPuzzleTree Stump RaceCoordinates-2918, 0285, 0207"
Korok Seed,Korok Seed,Hyrule Field,"Location:Top of the broken pillarPuzzle:Hit the dandelion and catch the seed before it hits the groundCoordinates:-1053, -1327, 0066"
Korok Seed,Korok Seed,Lanayru Wetlands,"Location:On a small hillPuzzle:Complete the square-shaped rock formation.Coordinates:0929, -0365, 0039"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On top of the mountainPuzzle:Lift the large stone on topCoordinates:-2278, -0402, 0398"
Korok Seed,Korok Seed,Hyrule Field,"Location:Statue under the treePuzzle:Place an apple in front of the larger statueCoordinates:-1075, 1280, 0122"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Campsite next to the path.Puzzle:Bringthe Korok’s friendfrom near Tabantha Bridge Stable (2 korok seeds total).Coordinates:-2598, 0191, 0147"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:On the ledge south of Tabantha Bridge Stable.Puzzle:Bring the Korok tohis friendat the campsite down the path to the southeast to earn 2 seeds.Coordinates:-2875, 0498, 0179"
Korok Seed,Korok Seed,Hebra Mountains,"Location:At the summit.Puzzle:Melt the ice and lift the rock to reveal the KorokCoordinates:-4005, 3623, 0524"
Korok Seed,Korok Seed,Akkala Highlands,"Location:Right on the edge of a cliff below the Akkala Citadel RuinsPuzzle:Lift the rock to reveal the Korok.Coordinates:3272, 1398, 0285"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On top of mountainPuzzle:Stand at the pinwheel and shoot five balloonsCoordinates:-3469, 3471, 0481"
Korok Seed,Korok Seed,Hebra Mountains,"Location:On the mountain peakPuzzle:Attach a stone to the wooden piece using ultrahandCoordinates:-4331, 2602, 0336"
Korok Seed,Korok Seed,Hebra Mountains,"Location:South Southwest from the Otak Shrine on a little plateau near the edge of the mapPuzzle:Fit the puzzle piece to make the correct shapeCoordinates:-4508, 3465, 0260"
Korok Seed,Korok Seed,Hebra Mountains,Location:Small overlook above the Hot SpringPuzzle:Create a gust of wind to blow the dandelion looking flower off the edge. Catch the seedCoordinates:-4272 3499 0390
Korok Seed,Korok Seed,East Necluda,"Location:??Puzzle:Complete the moon shape with stones.Coordinates:3235, -1538, 0197"
Korok Seed,Korok Seed,Hebra Mountains,Location:On the little plateauPuzzle:Thaw the ice and then pick up the rock underneathCoordinates:-4429 3684 0307
Korok Seed,Korok Seed,Gerudo Desert,"Location:West Gerudo RuinsPuzzle:Follow the flower from the top of the pillar to the groundCoordinates:-4423, -2265, 0059"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Atop a high rock structure.Puzzle:Examine the moving lights.Coordinates:-3760, 3844, 0269"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:On the small mountain northwest of Passer Hill, in a small valleyPuzzle:Follow the flowers that appear behind the statues.Coordinates:-4127, 1938, 0198"
Korok Seed,Korok Seed,West Necluda,"Location:Inside the hollow of a tree trunk in the Deya Village RuinsPuzzle:Catch the sparklesCoordinates:0352, -2002, 0008"
Korok Seed,Korok Seed,Hyrule Ridge,"Location:Mount RhoamPuzzle:Dive in the lilypad circle.Coordinates:-2677, 0888, 0232"
Korok Seed,Korok Seed,Hyrule Field,"Location:Next to the Old Coliseum RuinsPuzzle:Take the Korok to hisfriendCoordinates:-1355, -1311, 0046"
Korok Seed,Korok Seed,Sky,"Location:Inside the large tree trunkPuzzle:Complete the stone ring with missing rock that's in the tree trunk to the northeastCoordinates:1676, -1895, 0693"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Atop a rock near some trees.Puzzle:Move the korok to hisfriendusing Ultrahand.Coordinates:-2892, 3493, 0246"
Korok Seed,Korok Seed,West Necluda,Location:On top of the tall hillPuzzle:Lift the rock on the hill.Coordinates:1926-1488 0081
Korok Seed,Korok Seed,West Necluda,"Location:On top of the gatePuzzle:Catch the dandelion before it touches the ground.Coordinates:1574, -1044, 0151"
Korok Seed,Korok Seed,Hyrule Field,"Location:On the peak of the mountain.Puzzle:Lift the stone.Coordinates:-1293,  -2214,  0312"
Korok Seed,Korok Seed,West Necluda,"Location:On a cliff ledgePuzzle:Catch the sparkles zooming between treesCoordinates:2198, -1374, 0056"
Korok Seed,Korok Seed,Hebra Mountains,"Location:Sparkle cloud on the roof of the Rito chaletPuzzle:Interact with the sparklesCoordinates:-3567, 2256, 0151"
Korok Seed,Korok Seed,Tabantha Frontier,"Location:Inside the forgotten temple, on top of the tree growing out of the wallPuzzle:Under a rockCoordinates:-1147, 2535, -0033"
Korok Seed,Korok Seed,Hyrule Field,Location:Under a tent beside the Shrine of Resurrection CavePuzzle:Bringhis friendto him.Coordinates:-1024 -1856 0142
